symbol,timeframe,side,score,confidence,confidence_label,risk_label,actionability,regime,mtf_direction,mtf_consensus,mtf_quality,rank_score,provider,price,notes,opportunity_score,quality_label,quality_stars,recommendation,trade_quality_grade,trade_quality_score,first_rr,best_rr,recommended_risk_pct,position_notional,expected_drawdown_pct,historical_win_probability,probability_ci_low,probability_ci_high,expected_r,calibration_samples,calibration_status,calibration_usable,allocation_pct,shadow_allocation_pct,decision_timestamp,entry_zone,stop_zone,targets,breadth_mode,breadth_strength,breadth_market_agreement,breadth_opportunity_strength,breadth_risk_tone,breadth_bullish_pct,breadth_bearish_pct,breadth_neutral_pct,breadth_avg_opportunity,daily_report_file
XRP/USDT,4h,NEUTRAL,17,10,Low,Low,MONITOR_ONLY,QUIET,NEUTRAL,100,NEUTRAL_DOMINANT,1.15,kucoin,1.10046,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_201015.md
SOL/USDT,4h,NEUTRAL,14,7,Low,Medium,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,85,NEUTRAL_DOMINANT,0.91,kucoin,77.7,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_201015.md
DOGE/USDT,4h,NEUTRAL,11,9,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,0.82,kucoin,0.07366,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_201015.md
ETH/USDT,4h,LONG,53,48,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BULL,NEUTRAL,65,MIXED,40.35,kucoin,1821.36,"MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 2 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",34.26,Ignore,⭐,IGNORE,Avoid,10,0.89,2.25,1.0,6869.81,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,"1,816 - 1,825","1,794","1,844 | 1,862 | 1,880",NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_231409.md
BTC/USDT,4h,NEUTRAL,30,31,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,5.83,kucoin,64226.6,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",3.4,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,-5.7,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_231409.md
BNB/USDT,4h,NEUTRAL,30,31,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,5.13,kucoin,579.665,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",2.7,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_231409.md
XRP/USDT,4h,NEUTRAL,17,10,Low,Low,MONITOR_ONLY,QUIET,NEUTRAL,85,NEUTRAL_DOMINANT,1.15,kucoin,1.10046,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_231409.md
SOL/USDT,4h,NEUTRAL,14,7,Low,Medium,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,0.91,kucoin,77.7,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_231409.md
DOGE/USDT,4h,NEUTRAL,11,9,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,0.82,kucoin,0.07366,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_231409.md
BTC/USDT,4h,SHORT,55,30,Low,Medium,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,73.5,kucoin,62987.3,"ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Thesis: Bearish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",67.85,Good,⭐⭐⭐,MONITOR,Avoid,27,0.91,2.3,2.0,8722.28,-1.36,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,32.39,2026-07-13 04:00:00,"62,893 - 63,144","63,741","62,359 | 61,857 | 61,354",MIXED,50,50,34,CAUTION,0.0,50.0,50.0,31.75,logs/reports/daily_report_20260713_114539.md
XRP/USDT,4h,SHORT,57,50,Low-Medium,Low,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,73.0,kucoin,1.07965,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: R:R برای Watchlist کافی نیست: 0.50 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Volume تأیید نداده | Thesis: Bearish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",66.65,Good,⭐⭐⭐,MONITOR,Avoid,17,0.5,2.0,1.0,5400.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,24.82,2026-07-13 04:00:00,1.08 - 1.08,1.10,1.07 | 1.05 | 1.04,MIXED,50,50,34,CAUTION,0.0,50.0,50.0,31.75,logs/reports/daily_report_20260713_114539.md
DOGE/USDT,4h,SHORT,49,43,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BEAR,SHORT,50,CONFLICTED,52.84,kucoin,0.07237,"MTF هم‌راستا است | Volume تأیید نداده | Thesis: Bearish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",47.1,Weak,⭐⭐,MONITOR,Avoid,12,0.91,2.3,1.0,6042.76,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,17.79,2026-07-13 04:00:00,0.072214 - 0.072631,0.073621,0.071328 | 0.070494 | 0.069661,MIXED,50,50,34,CAUTION,0.0,50.0,50.0,31.75,logs/reports/daily_report_20260713_114539.md
SOL/USDT,4h,NEUTRAL,42,39,Low,Low,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,85,NEUTRAL_DOMINANT,12.17,kucoin,76.45,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",8.9,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 04:00:00,نامشخص,نامشخص,,MIXED,50,50,34,CAUTION,0.0,50.0,50.0,31.75,logs/reports/daily_report_20260713_114539.md
BNB/USDT,4h,NEUTRAL,21,24,Low,Medium,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,1.77,kucoin,569.923,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 04:00:00,نامشخص,نامشخص,,MIXED,50,50,34,CAUTION,0.0,50.0,50.0,31.75,logs/reports/daily_report_20260713_114539.md
ETH/USDT,4h,NEUTRAL,17,12,Low,Low,MONITOR_ONLY,SIDEWAYS,LONG,50,CONFLICTED,1.21,kucoin,1787.38,"فعلاً فقط مانیتور شود | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 04:00:00,نامشخص,نامشخص,,MIXED,50,50,34,CAUTION,0.0,50.0,50.0,31.75,logs/reports/daily_report_20260713_114539.md
SOL/USDT,4h,SHORT,72,70,Medium,Low,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,85.8,kucoin,75.82,"Trade Guard: ACTIONABLE -> MONITOR | Trade Guard reason: R:R برای Actionable کافی نیست: 0.92 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Thesis: Bearish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",78.1,Strong,⭐⭐⭐⭐,MONITOR,Avoid,35,0.92,2.32,1.0,5705.26,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,25.68,2026-07-13 12:00:00,75.65 - 76.11,77.21,74.66 | 73.73 | 72.80,MIXED,50,50,39,CAUTION,0.0,50.0,50.0,35.92,logs/reports/daily_report_20260713_182303.md
XRP/USDT,4h,SHORT,63,53,Low-Medium,Low,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,76.94,kucoin,1.07241,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Thesis: Bearish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",70.2,Good,⭐⭐⭐,MONITOR,Avoid,25,1.0,2.33,1.0,7166.67,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,28.95,2026-07-13 12:00:00,1.07 - 1.08,1.09,1.06 | 1.05 | 1.04,MIXED,50,50,39,CAUTION,0.0,50.0,50.0,35.92,logs/reports/daily_report_20260713_182303.md
DOGE/USDT,4h,SHORT,49,44,Low-Medium,Low,NOT_ACTIONABLE,SIDEWAYS,SHORT,50,CONFLICTED,53.82,kucoin,0.07209,"MTF هم‌راستا است | Thesis: Bearish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",48.05,Weak,⭐⭐,MONITOR,Avoid,18,0.91,2.31,1.0,6358.7,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,20.38,2026-07-13 12:00:00,0.071942 - 0.072337,0.073274,0.071103 | 0.070313 | 0.069524,MIXED,50,50,39,CAUTION,0.0,50.0,50.0,35.92,logs/reports/daily_report_20260713_182303.md
BTC/USDT,4h,NEUTRAL,40,40,Low-Medium,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,12.35,kucoin,62614.3,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",9.15,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,-1.95,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 12:00:00,نامشخص,نامشخص,,MIXED,50,50,39,CAUTION,0.0,50.0,50.0,35.92,logs/reports/daily_report_20260713_182303.md
BNB/USDT,4h,NEUTRAL,34,35,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,8.55,kucoin,568.51,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",5.8,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 12:00:00,نامشخص,نامشخص,,MIXED,50,50,39,CAUTION,0.0,50.0,50.0,35.92,logs/reports/daily_report_20260713_182303.md
ETH/USDT,4h,NEUTRAL,33,33,Low,Low,MONITOR_ONLY,TRENDING_BULL,LONG,50,CONFLICTED,6.84,kucoin,1777.15,"فعلاً فقط مانیتور شود | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",4.2,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 12:00:00,نامشخص,نامشخص,,MIXED,50,50,39,CAUTION,0.0,50.0,50.0,35.92,logs/reports/daily_report_20260713_182303.md
SOL/USDT,4h,SHORT,75,73,Medium,Low,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,87.34,kucoin,75.2,"Trade Guard: ACTIONABLE -> MONITOR | Trade Guard reason: R:R برای Actionable کافی نیست: 0.91 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Thesis: Bearish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",79.4,Strong,⭐⭐⭐⭐,MONITOR,Avoid,32,0.91,2.31,1.0,5533.82,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,22.71,2026-07-13 16:00:00,75.02 - 75.50,76.62,74.02 | 73.07 | 72.12,MIXED,50,50,40,CAUTION,0.0,50.0,50.0,36.32,logs/reports/daily_report_20260713_233102.md
XRP/USDT,4h,SHORT,64,55,Low-Medium,Low,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,77.9,kucoin,1.0674,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Volume تأیید نداده | Thesis: Bearish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",71.05,Good,⭐⭐⭐,MONITOR,Avoid,35,2.0,4.0,1.0,10700.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,26.0,2026-07-13 16:00:00,1.07 - 1.07,1.08,1.05 | 1.04 | 1.03,MIXED,50,50,40,CAUTION,0.0,50.0,50.0,36.32,logs/reports/daily_report_20260713_233102.md
BNB/USDT,4h,SHORT,51,51,Low-Medium,Low,NOT_ACTIONABLE,SIDEWAYS,SHORT,50,CONFLICTED,56.58,kucoin,566.034,"MTF هم‌راستا است | Thesis: Bearish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",50.5,Weak,⭐⭐,MONITOR,Avoid,20,0.86,2.14,1.0,8085.71,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,26.29,2026-07-13 16:00:00,565 - 567,573,560 | 556 | 551,MIXED,50,50,40,CAUTION,0.0,50.0,50.0,36.32,logs/reports/daily_report_20260713_233102.md
DOGE/USDT,4h,NEUTRAL,39,39,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,11.67,kucoin,0.07182,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",8.55,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 16:00:00,نامشخص,نامشخص,,MIXED,50,50,40,CAUTION,0.0,50.0,50.0,36.32,logs/reports/daily_report_20260713_233102.md
BTC/USDT,4h,NEUTRAL,39,52,Low-Medium,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,8.93,kucoin,62293.8,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",5.42,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 16:00:00,نامشخص,نامشخص,,MIXED,50,50,40,CAUTION,0.0,50.0,50.0,36.32,logs/reports/daily_report_20260713_233102.md
ETH/USDT,4h,NEUTRAL,31,31,Low,Low,MONITOR_ONLY,TRENDING_BULL,LONG,50,CONFLICTED,5.48,kucoin,1774.81,"فعلاً فقط مانیتور شود | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",3.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-13 16:00:00,نامشخص,نامشخص,,MIXED,50,50,40,CAUTION,0.0,50.0,50.0,36.32,logs/reports/daily_report_20260713_233102.md
XRP/USDT,4h,SHORT,53,50,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BEAR,NEUTRAL,65,MIXED,40.91,kucoin,1.06629,"MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Bearish Thesis | Conflicts: 2 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",34.76,Ignore,⭐,IGNORE,Avoid,10,1.0,2.33,1.0,7100.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 00:00:00,1.06 - 1.07,1.08,1.05 | 1.04 | 1.03,NEUTRAL,67,67,12,MONITOR,0.0,33.3,66.7,12.23,logs/reports/daily_report_20260714_072733.md
BNB/USDT,4h,SHORT,48,40,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BEAR,NEUTRAL,65,MIXED,35.41,kucoin,570.059,"MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Bearish Thesis | Conflicts: 2 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",29.81,Ignore,⭐,IGNORE,Avoid,7,0.71,2.0,1.0,8142.86,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 00:00:00,569 - 571,577,565 | 560 | 556,NEUTRAL,67,67,12,MONITOR,0.0,33.3,66.7,12.23,logs/reports/daily_report_20260714_072733.md
SOL/USDT,4h,NEUTRAL,43,39,Low,Medium,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,10.97,kucoin,75.15,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 3 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",7.65,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 00:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,12,MONITOR,0.0,33.3,66.7,12.23,logs/reports/daily_report_20260714_072733.md
BTC/USDT,4h,NEUTRAL,27,29,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,3.37,kucoin,62572.0,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",1.15,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,-4.77,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 00:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,12,MONITOR,0.0,33.3,66.7,12.23,logs/reports/daily_report_20260714_072733.md
DOGE/USDT,4h,NEUTRAL,25,26,Low,Medium,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,2.03,kucoin,0.07204,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 00:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,12,MONITOR,0.0,33.3,66.7,12.23,logs/reports/daily_report_20260714_072733.md
ETH/USDT,4h,NEUTRAL,14,14,Low,Medium,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,1.12,kucoin,1783.55,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 00:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,12,MONITOR,0.0,33.3,66.7,12.23,logs/reports/daily_report_20260714_072733.md
XRP/USDT,4h,SHORT,46,40,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BEAR,NEUTRAL,50,MIXED,36.67,kucoin,1.07252,"MTF هنوز جهت‌دار نیست | Thesis: Bearish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",31.17,Ignore,⭐,IGNORE,Avoid,14,1.0,2.33,1.0,7166.67,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 08:00:00,1.07 - 1.08,1.09,1.06 | 1.05 | 1.04,NEUTRAL,67,67,11,MONITOR,0.0,33.3,66.7,11.27,logs/reports/daily_report_20260714_125213.md
SOL/USDT,4h,SHORT,44,40,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BEAR,NEUTRAL,65,MIXED,33.81,kucoin,75.39,"MTF هنوز جهت‌دار نیست | Thesis: Bearish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",28.41,Ignore,⭐,IGNORE,Avoid,12,0.91,2.3,1.0,5964.03,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 08:00:00,75.23 - 75.66,76.71,74.29 | 73.41 | 72.53,NEUTRAL,67,67,11,MONITOR,0.0,33.3,66.7,11.27,logs/reports/daily_report_20260714_125213.md
ETH/USDT,4h,NEUTRAL,39,35,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,11.05,kucoin,1797.87,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",8.05,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 08:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,11,MONITOR,0.0,33.3,66.7,11.27,logs/reports/daily_report_20260714_125213.md
BNB/USDT,4h,NEUTRAL,26,16,Low,Medium,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,1.78,kucoin,570.606,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 08:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,11,MONITOR,0.0,33.3,66.7,11.27,logs/reports/daily_report_20260714_125213.md
BTC/USDT,4h,NEUTRAL,18,18,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,1.44,kucoin,62842.9,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,-1.58,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-14 08:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,11,MONITOR,0.0,33.3,66.7,11.27,logs/reports/daily_report_20260714_125213.md
